4261.48000000,4485.39000000,3850.00000000,4086.29000000,12021576.48265154,1502668800,1503273599,2843.43142600,12021576.48265154,13134,2240.24924000,9482742.92094674,10125.41408414,1502668800
4069.13000000,4453.91000000,3400.00000000,4310.01000000,18978983.50987317,1503273600,1503878399,4599.39662900,18978983.50987317,37826,1755.53026500,7173180.19744751,11456.95307303,1503273600
4310.01000000,4939.19000000,4124.54000000,4509.08000000,21581679.92866748,1503878400,1504483199,4753.84337600,21581679.92866748,35717,1371.03442800,6237542.20612072,12653.02927308,1503878400
4505.00000000,4788.59000000,3603.00000000,4130.37000000,27307824.36893929,1504483200,1505087999,6382.78774500,27307824.36893929,42372,2821.42273900,12120979.77068529,10431.32749057,1504483200
4153.62000000,4394.59000000,2817.00000000,3699.99000000,30026796.42861788,1505088000,1505692799,8106.70512700,30026796.42861788,50423,3763.12845200,13956149.18844029,8391.64647834,1505088000
3690.00000000,4123.20000000,3505.55000000,3660.02000000,22501242.65454204,1505692800,1506297599,5908.32335000,22501242.65454204,56785,2821.43888700,10711864.12380805,7915.33467487,1505692800
3660.02000000,4406.52000000,3653.69000000,4378.48000000,23750419.76839855,1506297600,1506902399,5782.30542400,23750419.76839855,71484,2482.36136700,10200163.49185349,12307.06710083,1506297600
4400.00000000,4658.00000000,4110.00000000,4640.00000000,20366578.25125568,1506902400,1507507199,4708.27295600,20366578.25125568,59658,2077.80349000,9008752.49455302,12341.69993665,1506902400
4640.00000000,5922.30000000,4550.00000000,5709.99000000,42038755.95644524,1507507200,1508111999,7913.92583700,42038755.95644524,61638,4280.12726900,22483871.99105491,12726.86837082,1507507200
5710.00000000,6171.00000000,5037.95000000,5950.02000000,69446644.86619962,1508112000,1508716799,12157.76944700,69446644.86619962,75969,5501.91240000,31411073.98003196,14069.26805535,1508112000
5975.00000000,6189.88000000,5286.98000000,6169.98000000,75229774.73890872,1508716800,1509321599,13133.99457000,75229774.73890872,74778,5845.14325200,33499318.44481458,15033.66434266,1508716800
6133.01000000,7590.25000000,6030.00000000,7345.01000000,79517426.53915779,1509321600,1509926399,11663.20964800,79517426.53915779,98387,5037.95081100,34445720.64501364,19065.20952449,1509321600
7345.10000000,7770.02000000,5325.01000000,5811.03000000,126612916.75463176,1509926400,1510531199,18916.31990000,126612916.75463176,132654,8296.83946000,55517892.65634026,20778.87665623,1509926400
5839.94000000,8123.15000000,5699.99000000,8038.00000000,146293856.48316984,1510531200,1511135999,19791.10101100,146293856.48316984,107207,9966.29773500,73714925.58366316,25225.50785325,1510531200
8057.11000000,9350.00000000,7801.00000000,9128.02000000,240238717.93883664,1511136000,1511740799,28921.85979200,240238717.93883664,129930,14522.91338900,120677884.10182005,33666.38826310,1511136000
9128.00000000,11825.00000000,8520.00000000,11165.41000000,493261876.52474081,1511740800,1512345599,48427.94965000,493261876.52474081,232180,27122.18773100,276199673.05560422,36967.53447487,1511740800
11165.41000000,17204.99000000,10802.00000000,14899.98000000,1022228203.79649083,1512345600,1512950399,72469.97762700,1022228203.79649083,393420,42089.10953200,596373967.67022420,52013.21543166,1512345600
14946.26000000,19798.68000000,14666.56000000,18860.02000000,1143594375.37658067,1512950400,1513555199,67851.48621500,1143594375.37658067,539238,33646.70546800,566603311.05147657,76007.97007851,1512950400
18860.04000000,19300.00000000,10961.00000000,13500.00000000,1998479799.11456170,1513555200,1514159999,135385.44032200,1998479799.11456170,1007841,67305.69647400,989270027.78444365,0,1513555200
13500.00000000,16498.05000000,11750.00000000,13716.36000000,1636613418.33164790,1514160000,1514764799,116522.75432100,1636613418.33164790,1040980,62664.76657500,882011540.53478545,0,1514160000
13715.65000000,17176.24000000,12750.00000000,16150.03000000,1828148890.85411918,1514764800,1515369599,120239.39935900,1828148890.85411918,1087900,68117.13905900,1037992795.24942929,0,1514764800
16218.85000000,16322.30000000,11400.00000000,13474.99000000,1919927016.02062138,1515369600,1515974399,137537.90456500,1919927016.02062138,1176645,67529.52572500,944460208.02273536,0,1515369600
13477.98000000,14249.99000000,9035.00000000,11530.00000000,3434833014.70379800,1515974400,1516579199,303127.50213700,3434833014.70379800,2359135,148847.01839200,1689262267.44518783,0,1515974400
11530.00000000,12244.00000000,9900.24000000,11879.95000000,2184045152.49622084,1516579200,1517183999,198030.05111700,2184045152.49622084,1961464,95219.66417600,1049772766.29317178,0,1516579200
11879.95000000,11975.02000000,7930.00000000,8184.81000000,1896352538.67067303,1517184000,1517788799,202016.40775900,1896352538.67067303,2082917,92718.81910100,870670207.32739153,0,1517184000
8179.99000000,9065.78000000,6000.01000000,8063.88000000,2608962030.92850646,1517788800,1518393599,340794.29213100,2608962030.92850646,3182111,168442.58026900,1292031857.36801427,0,1517788800
8063.82000000,11274.00000000,8053.00000000,10383.43000000,3026660454.85449099,1518393600,1518998399,311863.06813700,3026660454.85449099,3359228,152843.46078700,1483899407.00701508,0,1518393600
10375.01000000,11786.01000000,9274.80000000,9590.00000000,3657589238.53289945,1518998400,1519603199,350623.13291100,3657589238.53289945,2886657,170833.28442700,1784040709.72463260,0,1518998400
9590.00000000,11565.00000000,9350.00000000,11515.00000000,1967477246.42707215,1519603200,1520207999,183970.99761400,1967477246.42707215,1604626,90364.52128500,967157347.68709032,0,1519603200
11515.00000000,11710.00000000,8329.00000000,9533.57000000,2719942892.64730906,1520208000,1520812799,282035.22538200,2719942892.64730906,2232004,135387.47704700,1305861453.01058947,0,1520208000
9533.57000000,9888.88000000,7322.00000000,8189.99000000,2657745291.10901253,1520812800,1521417599,315835.15160600,2657745291.10901253,2450216,152466.84692700,1282773546.00909870,0,1520812800
8189.00000000,9177.01000000,8088.40000000,8470.15000000,2464528929.91490584,1521417600,1522022399,285211.53951100,2464528929.91490584,1993351,140515.57225800,1214424116.23422213,0,1521417600
8470.14000000,8514.89000000,6430.00000000,6813.01000000,2276980709.59205236,1522022400,1522627199,308729.49203100,2276980709.59205236,2021451,150619.59256200,1110640017.95736709,0,1522022400
6813.01000000,7520.00000000,6500.00000000,7018.00000000,1616723766.06607239,1522627200,1523231999,232320.07049900,1616723766.06607239,1464142,116325.45462500,809573460.57236987,0,1522627200
7011.04000000,8429.54000000,6611.00000000,8355.00000000,1959208437.53564023,1523232000,1523836799,259877.02241400,1959208437.53564023,1648802,132620.41641700,999880218.14011922,0,1523232000
8355.07000000,9035.00000000,7825.40000000,8787.02000000,1952372499.38639334,1523836800,1524441599,233025.38619000,1952372499.38639334,1643201,119054.12687200,998226476.19908668,0,1523836800
8785.70000000,9759.82000000,8651.62000000,9419.00000000,2812613536.48155942,1524441600,1525046399,306668.07214000,2812613536.48155942,2118018,155630.17935000,1428135299.50438760,0,1524441600
9417.04000000,10020.00000000,8800.49000000,9659.01000000,2089890919.30010291,1525046400,1525651199,222274.38854000,2089890919.30010291,1677081,113653.80355000,1069078899.18062851,0,1525046400
9661.02000000,9689.67000000,8153.00000000,8679.71000000,1995981257.43474280,1525651200,1526255999,224151.29875100,1995981257.43474280,1724758,110160.48336000,981712737.91520858,0,1525651200
8679.71000000,8879.99000000,7911.90000000,8526.98000000,1528659945.07915334,1526256000,1526860799,182713.82601200,1528659945.07915334,1744095,92219.28136100,771701096.80685908,0,1526256000
8526.97000000,8595.31000000,7231.11000000,7338.99000000,1473706966.33428654,1526860800,1527465599,190894.60093900,1473706966.33428654,1586528,96911.18683200,747911310.86122199,0,1526860800
7338.99000000,7786.69000000,7032.95000000,7714.26000000,1580400448.72951901,1527465600,1528070399,211929.27076600,1580400448.72951901,1930065,117482.54749000,876505422.23824593,0,1527465600
7714.26000000,7765.00000000,6622.81000000,6764.99000000,1574558979.83733276,1528070400,1528675199,211352.73747800,1574558979.83733276,2117420,114201.83441300,852642290.78887995,0,1528070400
6765.00000000,6922.00000000,6118.68000000,6449.61000000,1532387822.70808579,1528675200,1529279999,234080.84117100,1532387822.70808579,1406168,127373.60965300,833996575.31971409,0,1528675200
6444.06000000,6841.74000000,5750.00000000,6136.97000000,1493387501.45827074,1529280000,1529884799,234147.62101500,1493387501.45827074,1413795,125738.64224100,802333822.68102873,0,1529280000
6137.95000000,6528.99000000,5780.00000000,6356.81000000,1282960927.49240566,1529884800,1530489599,207746.55900600,1282960927.49240566,1214054,112957.36097300,697781325.59832176,0,1529884800
